chrom,method,task,metric,value,n_pos,n_total
chr9,biPangolin_psi_k10,3class_argmax,accuracy_at_truesites,0.8470357941834452,14304,63900359
chr9,biPangolin_psi_k100,acceptor,pr_auc,0.725062466705544,7194,63900359
chr9,biPangolin_psi_k100,acceptor,roc_auc,0.9982288899760554,7194,63900359
chr9,biPangolin_psi_k100,acceptor,top_n_recall,0.6994717820405894,7194,63900359
chr9,biPangolin_psi_k100,acceptor,top_n_precision,0.6994717820405894,7194,63900359
chr9,biPangolin_psi_k100,donor,pr_auc,0.7288877034238984,7110,63900359
chr9,biPangolin_psi_k100,donor,roc_auc,0.998210172645781,7110,63900359
chr9,biPangolin_psi_k100,donor,top_n_recall,0.69929676511955,7110,63900359
chr9,biPangolin_psi_k100,donor,top_n_precision,0.69929676511955,7110,63900359
chr9,biPangolin_psi_k100,any_site,pr_auc,0.7266149838224111,14304,63900359
chr9,biPangolin_psi_k100,any_site,roc_auc,0.997458173793772,14304,63900359
chr9,biPangolin_psi_k100,any_site,top_n_recall,0.6977069351230425,14304,63900359
chr9,biPangolin_psi_k100,any_site,top_n_precision,0.6977069351230425,14304,63900359
chr9,biPangolin_psi_k100,3class_argmax,accuracy_all,0.9998749615788544,14304,63900359
chr9,biPangolin_psi_k100,3class_argmax,accuracy_at_truesites,0.6676454138702461,14304,63900359
chr9,biPangolin_psi_k502,acceptor,pr_auc,0.7250195363103907,7194,63900359
chr9,biPangolin_psi_k502,acceptor,roc_auc,0.9982287060263699,7194,63900359
chr9,biPangolin_psi_k502,acceptor,top_n_recall,0.6994717820405894,7194,63900359
chr9,biPangolin_psi_k502,acceptor,top_n_precision,0.6994717820405894,7194,63900359
chr9,biPangolin_psi_k502,donor,pr_auc,0.7288647450772422,7110,63900359
chr9,biPangolin_psi_k502,donor,roc_auc,0.9982099414650804,7110,63900359
chr9,biPangolin_psi_k502,donor,top_n_recall,0.69929676511955,7110,63900359
chr9,biPangolin_psi_k502,donor,top_n_precision,0.69929676511955,7110,63900359
chr9,biPangolin_psi_k502,any_site,pr_auc,0.7266247614889033,14304,63900359
chr9,biPangolin_psi_k502,any_site,roc_auc,0.9974517280358736,14304,63900359
chr9,biPangolin_psi_k502,any_site,top_n_recall,0.6977069351230425,14304,63900359
chr9,biPangolin_psi_k502,any_site,top_n_precision,0.6977069351230425,14304,63900359
chr9,biPangolin_psi_k502,3class_argmax,accuracy_all,0.9998767143076615,14304,63900359
chr9,biPangolin_psi_k502,3class_argmax,accuracy_at_truesites,0.5187360178970917,14304,63900359
chr9,biPangolin_psi_k1000,acceptor,pr_auc,0.7250075074133028,7194,63900359
chr9,biPangolin_psi_k1000,acceptor,roc_auc,0.9982286287584516,7194,63900359
chr9,biPangolin_psi_k1000,acceptor,top_n_recall,0.6994717820405894,7194,63900359
chr9,biPangolin_psi_k1000,acceptor,top_n_precision,0.6994717820405894,7194,63900359
chr9,biPangolin_psi_k1000,donor,pr_auc,0.7288849574197981,7110,63900359
chr9,biPangolin_psi_k1000,donor,roc_auc,0.9982098651774962,7110,63900359
chr9,biPangolin_psi_k1000,donor,top_n_recall,0.69929676511955,7110,63900359
chr9,biPangolin_psi_k1000,donor,top_n_precision,0.69929676511955,7110,63900359
chr9,biPangolin_psi_k1000,any_site,pr_auc,0.7266261585410757,14304,63900359
chr9,biPangolin_psi_k1000,any_site,roc_auc,0.997461089435939,14304,63900359
chr9,biPangolin_psi_k1000,any_site,top_n_recall,0.6977069351230425,14304,63900359
chr9,biPangolin_psi_k1000,any_site,top_n_precision,0.6977069351230425,14304,63900359
chr9,biPangolin_psi_k1000,3class_argmax,accuracy_all,0.9998676689750678,14304,63900359
chr9,biPangolin_psi_k1000,3class_argmax,accuracy_at_truesites,0.45861297539149887,14304,63900359
chr9,pangolin_p_brain,any_site,pr_auc,0.7124995943966379,14304,63900359
chr9,pangolin_p_brain,any_site,roc_auc,0.9859671507829435,14304,63900359
chr9,pangolin_p_brain,any_site,top_n_recall,0.6974972035794184,14304,63900359
chr9,pangolin_p_brain,any_site,top_n_precision,0.6974972035794184,14304,63900359
chr9,pangolin_psi_brain,any_site,pr_auc,0.7358922505110674,14304,63900359
chr9,pangolin_psi_brain,any_site,roc_auc,0.9956265016947469,14304,63900359
chr9,pangolin_psi_brain,any_site,top_n_recall,0.7036493288590604,14304,63900359
chr9,pangolin_psi_brain,any_site,top_n_precision,0.7036493288590604,14304,63900359
chr9,pangolin_p_heart,any_site,pr_auc,0.7072918323990572,14304,63900359
chr9,pangolin_p_heart,any_site,roc_auc,0.9853797544621826,14304,63900359
chr9,pangolin_p_heart,any_site,top_n_recall,0.6881291946308725,14304,63900359
chr9,pangolin_p_heart,any_site,top_n_precision,0.6881291946308725,14304,63900359
chr9,pangolin_psi_heart,any_site,pr_auc,0.7331320862507312,14304,63900359
chr9,pangolin_psi_heart,any_site,roc_auc,0.9957805318688335,14304,63900359
chr9,pangolin_psi_heart,any_site,top_n_recall,0.7030201342281879,14304,63900359
chr9,pangolin_psi_heart,any_site,top_n_precision,0.7030201342281879,14304,63900359
chr9,pangolin_p_liver,any_site,pr_auc,0.7030171978599381,14304,63900359
chr9,pangolin_p_liver,any_site,roc_auc,0.9836184005383986,14304,63900359
chr9,pangolin_p_liver,any_site,top_n_recall,0.687150447427293,14304,63900359
chr9,pangolin_p_liver,any_site,top_n_precision,0.687150447427293,14304,63900359
chr9,pangolin_psi_liver,any_site,pr_auc,0.7273635245175895,14304,63900359
chr9,pangolin_psi_liver,any_site,roc_auc,0.9957374684712387,14304,63900359
chr9,pangolin_psi_liver,any_site,top_n_recall,0.6996644295302014,14304,63900359
chr9,pangolin_psi_liver,any_site,top_n_precision,0.6996644295302014,14304,63900359
chr9,pangolin_p_testis,any_site,pr_auc,0.7026370622835308,14304,63900359
chr9,pangolin_p_testis,any_site,roc_auc,0.989680348151601,14304,63900359
chr9,pangolin_p_testis,any_site,top_n_recall,0.6898070469798657,14304,63900359
chr9,pangolin_p_testis,any_site,top_n_precision,0.6898070469798657,14304,63900359
chr9,pangolin_psi_testis,any_site,pr_auc,0.7186798986864733,14304,63900359
chr9,pangolin_psi_testis,any_site,roc_auc,0.9955516854154771,14304,63900359
chr9,pangolin_psi_testis,any_site,top_n_recall,0.691484899328859,14304,63900359
chr9,pangolin_psi_testis,any_site,top_n_precision,0.691484899328859,14304,63900359
chr9,spliceai,acceptor,pr_auc,0.6842739302618991,7194,63900359
chr9,spliceai,acceptor,roc_auc,0.9943376678477116,7194,63900359
chr9,spliceai,acceptor,top_n_recall,0.6701417848206839,7194,63900359
chr9,spliceai,acceptor,top_n_precision,0.6701417848206839,7194,63900359
chr9,spliceai,donor,pr_auc,0.6785828845666336,7110,63900359
chr9,spliceai,donor,roc_auc,0.9947125017820735,7110,63900359
chr9,spliceai,donor,top_n_recall,0.6610407876230661,7110,63900359
chr9,spliceai,donor,top_n_precision,0.6610407876230661,7110,63900359
chr9,spliceai,any_site,pr_auc,0.6805644306419077,14304,63900359
chr9,spliceai,any_site,roc_auc,0.9939067767819105,14304,63900359
chr9,spliceai,any_site,top_n_recall,0.665268456375839,14304,63900359
chr9,spliceai,any_site,top_n_precision,0.665268456375839,14304,63900359
ALL,biPangolin_k0,acceptor,pr_auc,0.6048018409724657,23235,198772594
ALL,biPangolin_k0,acceptor,roc_auc,0.9972421341436667,23235,198772594
ALL,biPangolin_k0,acceptor,top_n_recall,0.6090811276092103,23235,198772594
ALL,biPangolin_k0,acceptor,top_n_precision,0.6090811276092103,23235,198772594
ALL,biPangolin_k0,donor,pr_auc,0.6182251442024125,23053,198772594
ALL,biPangolin_k0,donor,roc_auc,0.9967282874274956,23053,198772594
ALL,biPangolin_k0,donor,top_n_recall,0.6428230599054353,23053,198772594
ALL,biPangolin_k0,donor,top_n_precision,0.6428230599054353,23053,198772594
ALL,biPangolin_k0,any_site,pr_auc,0.00024416171222971684,46288,198772594
ALL,biPangolin_k0,any_site,roc_auc,0.49614957211914146,46288,198772594
ALL,biPangolin_k0,any_site,top_n_recall,0.0007129277566539924,46288,198772594
ALL,biPangolin_k0,any_site,top_n_precision,0.0007129277566539924,46288,198772594
ALL,biPangolin_k0,3class_argmax,accuracy_all,0.00023266274249088894,46288,198772594
ALL,biPangolin_k0,3class_argmax,accuracy_at_truesites,0.998401313515382,46288,198772594
ALL,biPangolin_k1,acceptor,pr_auc,0.7343144916472515,23235,198772594
ALL,biPangolin_k1,acceptor,roc_auc,0.9984788630853395,23235,198772594
ALL,biPangolin_k1,acceptor,top_n_recall,0.7026038304282333,23235,198772594
ALL,biPangolin_k1,acceptor,top_n_precision,0.7026038304282333,23235,198772594
ALL,biPangolin_k1,donor,pr_auc,0.7204628175398246,23053,198772594
ALL,biPangolin_k1,donor,roc_auc,0.9981745733027003,23053,198772594
ALL,biPangolin_k1,donor,top_n_recall,0.6962217498807096,23053,198772594
ALL,biPangolin_k1,donor,top_n_precision,0.6962217498807096,23053,198772594
ALL,biPangolin_k1,any_site,pr_auc,0.7272954245223215,46288,198772594
ALL,biPangolin_k1,any_site,roc_auc,0.9975235751287793,46288,198772594
ALL,biPangolin_k1,any_site,top_n_recall,0.6999006221914967,46288,198772594
ALL,biPangolin_k1,any_site,top_n_precision,0.6999006221914967,46288,198772594
ALL,biPangolin_k1,3class_argmax,accuracy_all,0.9984700913102824,46288,198772594
ALL,biPangolin_k1,3class_argmax,accuracy_at_truesites,0.9467896647079157,46288,198772594
ALL,biPangolin_k10,acceptor,pr_auc,0.734341447817024,23235,198772594
ALL,biPangolin_k10,acceptor,roc_auc,0.9984864173714466,23235,198772594
ALL,biPangolin_k10,acceptor,top_n_recall,0.702819023025608,23235,198772594
ALL,biPangolin_k10,acceptor,top_n_precision,0.702819023025608,23235,198772594
ALL,biPangolin_k10,donor,pr_auc,0.7204797871497765,23053,198772594
ALL,biPangolin_k10,donor,roc_auc,0.9981714321896878,23053,198772594
ALL,biPangolin_k10,donor,top_n_recall,0.6963085064850562,23053,198772594
ALL,biPangolin_k10,donor,top_n_precision,0.6963085064850562,23053,198772594
ALL,biPangolin_k10,any_site,pr_auc,0.7272959696532407,46288,198772594
ALL,biPangolin_k10,any_site,roc_auc,0.9975235253431499,46288,198772594
ALL,biPangolin_k10,any_site,top_n_recall,0.6999006221914967,46288,198772594
ALL,biPangolin_k10,any_site,top_n_precision,0.6999006221914967,46288,198772594
ALL,biPangolin_k10,3class_argmax,accuracy_all,0.9996571682146405,46288,198772594
ALL,biPangolin_k10,3class_argmax,accuracy_at_truesites,0.8468285516764604,46288,198772594
ALL,biPangolin_k100,acceptor,pr_auc,0.7343419783206663,23235,198772594
ALL,biPangolin_k100,acceptor,roc_auc,0.998486938926182,23235,198772594
ALL,biPangolin_k100,acceptor,top_n_recall,0.7028620615450828,23235,198772594
ALL,biPangolin_k100,acceptor,top_n_precision,0.7028620615450828,23235,198772594
ALL,biPangolin_k100,donor,pr_auc,0.7204828493590789,23053,198772594
ALL,biPangolin_k100,donor,roc_auc,0.9981703929215766,23053,198772594
ALL,biPangolin_k100,donor,top_n_recall,0.6963518847872294,23053,198772594
ALL,biPangolin_k100,donor,top_n_precision,0.6963518847872294,23053,198772594
ALL,biPangolin_k100,any_site,pr_auc,0.7272962613136232,46288,198772594
ALL,biPangolin_k100,any_site,roc_auc,0.9975222938794674,46288,198772594
ALL,biPangolin_k100,any_site,top_n_recall,0.6999006221914967,46288,198772594
ALL,biPangolin_k100,any_site,top_n_precision,0.6999006221914967,46288,198772594
ALL,biPangolin_k100,3class_argmax,accuracy_all,0.9998717802890272,46288,198772594
ALL,biPangolin_k100,3class_argmax,accuracy_at_truesites,0.6509246456965088,46288,198772594
ALL,biPangolin_k502,acceptor,pr_auc,0.7343441174839994,23235,198772594
ALL,biPangolin_k502,acceptor,roc_auc,0.9984868664973094,23235,198772594
ALL,biPangolin_k502,acceptor,top_n_recall,0.7028620615450828,23235,198772594
ALL,biPangolin_k502,acceptor,top_n_precision,0.7028620615450828,23235,198772594
ALL,biPangolin_k502,donor,pr_auc,0.7204841825605965,23053,198772594
ALL,biPangolin_k502,donor,roc_auc,0.9981700313973717,23053,198772594
ALL,biPangolin_k502,donor,top_n_recall,0.6963518847872294,23053,198772594
ALL,biPangolin_k502,donor,top_n_precision,0.6963518847872294,23053,198772594
ALL,biPangolin_k502,any_site,pr_auc,0.7272949109963359,46288,198772594
ALL,biPangolin_k502,any_site,roc_auc,0.9975154662678747,46288,198772594
ALL,biPangolin_k502,any_site,top_n_recall,0.6999006221914967,46288,198772594
ALL,biPangolin_k502,any_site,top_n_precision,0.6999006221914967,46288,198772594
ALL,biPangolin_k502,3class_argmax,accuracy_all,0.9998608758026368,46288,198772594
ALL,biPangolin_k502,3class_argmax,accuracy_at_truesites,0.46279813342550985,46288,198772594
ALL,biPangolin_k1000,acceptor,pr_auc,0.7343431131445067,23235,198772594
ALL,biPangolin_k1000,acceptor,roc_auc,0.9984868316059203,23235,198772594
ALL,biPangolin_k1000,acceptor,top_n_recall,0.7028620615450828,23235,198772594
ALL,biPangolin_k1000,acceptor,top_n_precision,0.7028620615450828,23235,198772594
ALL,biPangolin_k1000,donor,pr_auc,0.7204834603441619,23053,198772594
ALL,biPangolin_k1000,donor,roc_auc,0.9981699241162211,23053,198772594
ALL,biPangolin_k1000,donor,top_n_recall,0.6963518847872294,23053,198772594
ALL,biPangolin_k1000,donor,top_n_precision,0.6963518847872294,23053,198772594
ALL,biPangolin_k1000,any_site,pr_auc,0.7272968916504918,46288,198772594
ALL,biPangolin_k1000,any_site,roc_auc,0.997505523316614,46288,198772594
ALL,biPangolin_k1000,any_site,top_n_recall,0.6999006221914967,46288,198772594
ALL,biPangolin_k1000,any_site,top_n_precision,0.6999006221914967,46288,198772594
ALL,biPangolin_k1000,3class_argmax,accuracy_all,0.9998389674936792,46288,198772594
ALL,biPangolin_k1000,3class_argmax,accuracy_at_truesites,0.34352315935015554,46288,198772594
ALL,biPangolin_psi_k0,acceptor,pr_auc,0.6658536561508084,23235,198772594
ALL,biPangolin_psi_k0,acceptor,roc_auc,0.997388482787623,23235,198772594
ALL,biPangolin_psi_k0,acceptor,top_n_recall,0.6485044114482462,23235,198772594
ALL,biPangolin_psi_k0,acceptor,top_n_precision,0.6485044114482462,23235,198772594
ALL,biPangolin_psi_k0,donor,pr_auc,0.5889147039782746,23053,198772594
ALL,biPangolin_psi_k0,donor,roc_auc,0.9967945491698006,23053,198772594
ALL,biPangolin_psi_k0,donor,top_n_recall,0.601613672840845,23053,198772594
ALL,biPangolin_psi_k0,donor,top_n_precision,0.601613672840845,23053,198772594
ALL,biPangolin_psi_k0,any_site,pr_auc,0.00024416171222971684,46288,198772594
ALL,biPangolin_psi_k0,any_site,roc_auc,0.49614957211914146,46288,198772594
ALL,biPangolin_psi_k0,any_site,top_n_recall,0.0007129277566539924,46288,198772594
ALL,biPangolin_psi_k0,any_site,top_n_precision,0.0007129277566539924,46288,198772594
ALL,biPangolin_psi_k0,3class_argmax,accuracy_all,0.0002326721272681652,46288,198772594
ALL,biPangolin_psi_k0,3class_argmax,accuracy_at_truesites,0.9984445212582095,46288,198772594
ALL,biPangolin_psi_k1,acceptor,pr_auc,0.736275887589344,23235,198772594
ALL,biPangolin_psi_k1,acceptor,roc_auc,0.9985295338754285,23235,198772594
ALL,biPangolin_psi_k1,acceptor,top_n_recall,0.7070367979341511,23235,198772594
ALL,biPangolin_psi_k1,acceptor,top_n_precision,0.7070367979341511,23235,198772594
ALL,biPangolin_psi_k1,donor,pr_auc,0.7387311623991137,23053,198772594
ALL,biPangolin_psi_k1,donor,roc_auc,0.9983462303715653,23053,198772594
ALL,biPangolin_psi_k1,donor,top_n_recall,0.7064590291935974,23053,198772594
ALL,biPangolin_psi_k1,donor,top_n_precision,0.7064590291935974,23053,198772594
ALL,biPangolin_psi_k1,any_site,pr_auc,0.7371543543881732,46288,198772594
ALL,biPangolin_psi_k1,any_site,roc_auc,0.9976968073844994,46288,198772594
ALL,biPangolin_psi_k1,any_site,top_n_recall,0.7067706533010716,46288,198772594
ALL,biPangolin_psi_k1,any_site,top_n_precision,0.7067706533010716,46288,198772594
ALL,biPangolin_psi_k1,3class_argmax,accuracy_all,0.9984779417687415,46288,198772594
ALL,biPangolin_psi_k1,3class_argmax,accuracy_at_truesites,0.9472217421361908,46288,198772594
ALL,biPangolin_psi_k10,acceptor,pr_auc,0.7362773892583979,23235,198772594
ALL,biPangolin_psi_k10,acceptor,roc_auc,0.9985375401245995,23235,198772594
ALL,biPangolin_psi_k10,acceptor,top_n_recall,0.7071228749731009,23235,198772594
ALL,biPangolin_psi_k10,acceptor,top_n_precision,0.7071228749731009,23235,198772594
ALL,biPangolin_psi_k10,donor,pr_auc,0.7387017954134105,23053,198772594
ALL,biPangolin_psi_k10,donor,roc_auc,0.9983438477074414,23053,198772594
ALL,biPangolin_psi_k10,donor,top_n_recall,0.7066325424022903,23053,198772594
ALL,biPangolin_psi_k10,donor,top_n_precision,0.7066325424022903,23053,198772594
ALL,biPangolin_psi_k10,any_site,pr_auc,0.7371597644041805,46288,198772594
ALL,biPangolin_psi_k10,any_site,roc_auc,0.9976968414054366,46288,198772594
ALL,biPangolin_psi_k10,any_site,top_n_recall,0.7067706533010716,46288,198772594
ALL,biPangolin_psi_k10,any_site,top_n_precision,0.7067706533010716,46288,198772594
ALL,biPangolin_psi_k10,3class_argmax,accuracy_all,0.9996411569638339,46288,198772594
ALL,biPangolin_psi_k10,3class_argmax,accuracy_at_truesites,0.8532232976149325,46288,198772594
ALL,biPangolin_psi_k100,acceptor,pr_auc,0.7362917418151761,23235,198772594
ALL,biPangolin_psi_k100,acceptor,roc_auc,0.9985382538481575,23235,198772594
ALL,biPangolin_psi_k100,acceptor,top_n_recall,0.7071228749731009,23235,198772594
ALL,biPangolin_psi_k100,acceptor,top_n_precision,0.7071228749731009,23235,198772594
ALL,biPangolin_psi_k100,donor,pr_auc,0.7386964709357494,23053,198772594
ALL,biPangolin_psi_k100,donor,roc_auc,0.9983431461073969,23053,198772594
ALL,biPangolin_psi_k100,donor,top_n_recall,0.7066325424022903,23053,198772594
ALL,biPangolin_psi_k100,donor,top_n_precision,0.7066325424022903,23053,198772594
ALL,biPangolin_psi_k100,any_site,pr_auc,0.7371580577662068,46288,198772594
ALL,biPangolin_psi_k100,any_site,roc_auc,0.9976957331488074,46288,198772594
ALL,biPangolin_psi_k100,any_site,top_n_recall,0.7067706533010716,46288,198772594
ALL,biPangolin_psi_k100,any_site,top_n_precision,0.7067706533010716,46288,198772594
ALL,biPangolin_psi_k100,3class_argmax,accuracy_all,0.9998726469724503,46288,198772594
ALL,biPangolin_psi_k100,3class_argmax,accuracy_at_truesites,0.6806083650190115,46288,198772594
ALL,biPangolin_psi_k502,acceptor,pr_auc,0.7362788311394292,23235,198772594
ALL,biPangolin_psi_k502,acceptor,roc_auc,0.9985381658586802,23235,198772594
ALL,biPangolin_psi_k502,acceptor,top_n_recall,0.7071228749731009,23235,198772594
ALL,biPangolin_psi_k502,acceptor,top_n_precision,0.7071228749731009,23235,198772594
ALL,biPangolin_psi_k502,donor,pr_auc,0.7386886007982373,23053,198772594
ALL,biPangolin_psi_k502,donor,roc_auc,0.998342925543418,23053,198772594
ALL,biPangolin_psi_k502,donor,top_n_recall,0.7066325424022903,23053,198772594
ALL,biPangolin_psi_k502,donor,top_n_precision,0.7066325424022903,23053,198772594
ALL,biPangolin_psi_k502,any_site,pr_auc,0.7371587618009219,46288,198772594
ALL,biPangolin_psi_k502,any_site,roc_auc,0.997691109556671,46288,198772594
ALL,biPangolin_psi_k502,any_site,top_n_recall,0.7067706533010716,46288,198772594
ALL,biPangolin_psi_k502,any_site,top_n_precision,0.7067706533010716,46288,198772594
ALL,biPangolin_psi_k502,3class_argmax,accuracy_all,0.9998746897031343,46288,198772594
ALL,biPangolin_psi_k502,3class_argmax,accuracy_at_truesites,0.5363161078465261,46288,198772594
ALL,biPangolin_psi_k1000,acceptor,pr_auc,0.7362717327499816,23235,198772594
ALL,biPangolin_psi_k1000,acceptor,roc_auc,0.9985380997873289,23235,198772594
ALL,biPangolin_psi_k1000,acceptor,top_n_recall,0.7071228749731009,23235,198772594
ALL,biPangolin_psi_k1000,acceptor,top_n_precision,0.7071228749731009,23235,198772594
ALL,biPangolin_psi_k1000,donor,pr_auc,0.7386945936947739,23053,198772594
ALL,biPangolin_psi_k1000,donor,roc_auc,0.9983428501350562,23053,198772594
ALL,biPangolin_psi_k1000,donor,top_n_recall,0.7066325424022903,23053,198772594
ALL,biPangolin_psi_k1000,donor,top_n_precision,0.7066325424022903,23053,198772594
ALL,biPangolin_psi_k1000,any_site,pr_auc,0.7371614508298951,46288,198772594
ALL,biPangolin_psi_k1000,any_site,roc_auc,0.9976874652895903,46288,198772594
ALL,biPangolin_psi_k1000,any_site,top_n_recall,0.7067706533010716,46288,198772594
ALL,biPangolin_psi_k1000,any_site,top_n_precision,0.7067706533010716,46288,198772594
ALL,biPangolin_psi_k1000,3class_argmax,accuracy_all,0.9998634104694983,46288,198772594
ALL,biPangolin_psi_k1000,3class_argmax,accuracy_at_truesites,0.46742136190805395,46288,198772594
ALL,pangolin_p_brain,any_site,pr_auc,0.7238329022889418,46288,198772594
ALL,pangolin_p_brain,any_site,roc_auc,0.986620967994877,46288,198772594
ALL,pangolin_p_brain,any_site,top_n_recall,0.7047182855167646,46288,198772594
ALL,pangolin_p_brain,any_site,top_n_precision,0.7047182855167646,46288,198772594
ALL,pangolin_psi_brain,any_site,pr_auc,0.7463348339203583,46288,198772594
ALL,pangolin_psi_brain,any_site,roc_auc,0.9958368482232308,46288,198772594
ALL,pangolin_psi_brain,any_site,top_n_recall,0.71331662633944,46288,198772594
ALL,pangolin_psi_brain,any_site,top_n_precision,0.71331662633944,46288,198772594
ALL,pangolin_p_heart,any_site,pr_auc,0.7194622557590526,46288,198772594
ALL,pangolin_p_heart,any_site,roc_auc,0.9861686496658287,46288,198772594
ALL,pangolin_p_heart,any_site,top_n_recall,0.6976970273072934,46288,198772594
ALL,pangolin_p_heart,any_site,top_n_precision,0.6976970273072934,46288,198772594
ALL,pangolin_psi_heart,any_site,pr_auc,0.7429489712500431,46288,198772594
ALL,pangolin_psi_heart,any_site,roc_auc,0.9961493350494522,46288,198772594
ALL,pangolin_psi_heart,any_site,top_n_recall,0.713943138610439,46288,198772594
ALL,pangolin_psi_heart,any_site,top_n_precision,0.713943138610439,46288,198772594
ALL,pangolin_p_liver,any_site,pr_auc,0.7157918469011891,46288,198772594
ALL,pangolin_p_liver,any_site,roc_auc,0.9850354814039864,46288,198772594
ALL,pangolin_p_liver,any_site,top_n_recall,0.6970921189077083,46288,198772594
ALL,pangolin_p_liver,any_site,top_n_precision,0.6970921189077083,46288,198772594
ALL,pangolin_psi_liver,any_site,pr_auc,0.7384779065798238,46288,198772594
ALL,pangolin_psi_liver,any_site,roc_auc,0.9961028630836822,46288,198772594
ALL,pangolin_psi_liver,any_site,top_n_recall,0.7113290701693743,46288,198772594
ALL,pangolin_psi_liver,any_site,top_n_precision,0.7113290701693743,46288,198772594
ALL,pangolin_p_testis,any_site,pr_auc,0.7164814885313796,46288,198772594
ALL,pangolin_p_testis,any_site,roc_auc,0.990100983841587,46288,198772594
ALL,pangolin_p_testis,any_site,top_n_recall,0.6968112685793294,46288,198772594
ALL,pangolin_p_testis,any_site,top_n_precision,0.6968112685793294,46288,198772594
ALL,pangolin_psi_testis,any_site,pr_auc,0.7323491416601811,46288,198772594
ALL,pangolin_psi_testis,any_site,roc_auc,0.9960456851342513,46288,198772594
ALL,pangolin_psi_testis,any_site,top_n_recall,0.6995117525060491,46288,198772594
ALL,pangolin_psi_testis,any_site,top_n_precision,0.6995117525060491,46288,198772594
ALL,spliceai,acceptor,pr_auc,0.6953343418971464,23235,198772594
ALL,spliceai,acceptor,roc_auc,0.9953287086138822,23235,198772594
ALL,spliceai,acceptor,top_n_recall,0.6811706477297181,23235,198772594
ALL,spliceai,acceptor,top_n_precision,0.6811706477297181,23235,198772594
ALL,spliceai,donor,pr_auc,0.6878395833464968,23053,198772594
ALL,spliceai,donor,roc_auc,0.9955346017222547,23053,198772594
ALL,spliceai,donor,top_n_recall,0.6683295015833081,23053,198772594
ALL,spliceai,donor,top_n_precision,0.6683295015833081,23053,198772594
ALL,spliceai,any_site,pr_auc,0.6913864566910227,46288,198772594
ALL,spliceai,any_site,roc_auc,0.9950276678839008,46288,198772594
ALL,spliceai,any_site,top_n_recall,0.6745376771517456,46288,198772594
ALL,spliceai,any_site,top_n_precision,0.6745376771517456,46288,198772594
